"228505","1","POUC109","1"
"228504","2","19RS702","2"
"228504","2","19RS703","2"
"228504","2","19RS704","2"
"228494","2","COIL1010","2"
"228494","1","COIL1020","1"
"228506","10","13038","10"
"228508","1","COIL1010","1"
"228509","3","POUC219","3"
"228507","2","TB-1.5TN",\N
"228510","7","01121232KC","7"
"228512","10","","10"
"228511","1","13038NAVY","1"
"228511","1","13100NAVY","1"
"228511","1","13058NAVY","1"
"228503","2","PWS-1555","2"
"228502","1","PWS-1555","1"
"228501","1","","0"
"228501","10","","10"
"228513","5","POUC018","5"
"228515","2","COIL1020","2"
"228514","8","POUC309","8"
"228499","1","E-CUTT9605","1"
"228499","1","E-BIND9620","1"
"228499","1","19RS505","1"
"228499","1","19RS003","1"
"228499","1","19RS602","1"
"228499","1","19RS404","1"
"228499","1","19RS006","1"
"228499","1","COVE002","1"
"228516","2","","0"
"228516","2","","2"
"228518","1","E-LAM9025","1"
"228418","1","3085","0"
"228519","9","COIL1010","9"
"228520","15","POUC111","15"
"228521","2","","0"
"228521","2","","2"
"228523","3","030204WHAA","3"
"228524","1","COIL1085","1"
"228527","4","","1"
"228527","3","","1"
"228527","1","","1"
"228527","1","","1"
"228527","1","","1"
"228527","2","030204MAAA","2"
"228527","2","291150302","2"
"228526","1","A-CUTT9650","1"
"228522","12","","12"
"228451","1","LCR2014-G-C","0"
"228423","18","E-COUNT3704","0"
"228528","4","3125410","0"
"228529","8","FILL004","8"
"228530","1","","1"
"228530","1","","1"
"228530","1","","1"
"228530","1","","1"
"228530","1","13038","1"
"228530","1","13012","1"
"228530","1","13100","1"
"228531","1","A-SHRE2010","1"
"228532","1","COVE501","1"
"228532","2","POUC010","2"
"228532","1","COIL5010","1"
"228532","1","COIL5015","1"
"228534","1","","1"
"228534","1","","1"
"228534","1","","1"
"228533","15","030204NADD","15"
"228536","1","S-2200","1"
"228537","4","FILL004","4"
"228538","3","COIL1010","3"
"228544","1","DE-380","1"
"228542","34","033025NTAA","34"
"228542","5","","5"
"228542","6","13014","6"
"228542","3","13038","3"
"228542","2","13012","2"
"228541","1","","1"
"228545","10","COIL1000","10"
"228545","15","COIL1010","15"
"228543","12","SJUM7","12"
"228547","2","COVE501","2"
"228547","2","COVE002","2"
"228548","1","13034NAVY","1"
"228548","1","13078NAVY","1"
"228548","1","19RS118NAVY","1"
"228548","1","13112NAVY","1"
"228546","1","COVE611B","1"
"228546","1","COVE615","1"
"228549","2","POUC302","2"
"228551","2","","2"
"228551","2","COVE505","2"
"228552","1","P-R175BEARING","1"
"228553","12","9741630P","12"
"228539","4","TB-1.5WH","4"
"228556","2","COIL2040","2"
"228554","1","TBS-1","0"
"228554","3","TB-1CL","0"
"228554","1","TB-1CLP","0"
"228559","1","AC0687","1"
"228558","3","COVE002","3"
"228558","2","WIRD2000","2"
"228558","2","COVE414","2"
"228561","2","FILL302","2"
"228562","1","E-CUTT9600","1"
"228560","4","335106BLAC","4"
"228560","6","335108BLAC","6"
"228560","4","335120BLAC","4"
"228563","8","FILL305","8"
"228557","16","CSD12CSMTT1","16"
"228557","10","EC08BK","10"
"228566","1","COVA4010","1"
"228564","1","POUC008","1"
"228564","1","POUC307","1"
"228564","1","POUC302","1"
"228569","1","COVE003","1"
"228569","1","19RS404","1"
"228568","1","PWS-1555","1"
"228567","5","30AD","0"
"228570","1","","1"
"228571","2","","2"
"228572","1","A-CUTT9660","1"
"228575","1","A-BIND2010","1"
"228574","1","030203BBDD","1"
"228573","3","LP05DLTF","3"
"228577","6","COIL1015","6"
"228582","2","RP530","2"
"228581","1","POUC010","1"
"228576","1","CE","1"
"228583","1","","1"
"228535","1","DE-210","1"
"228585","8","COIL1010","8"
"228586","1","DE-210","1"
"228594","2","","0"
"228594","2","","2"
"228598","1","A-CUTT9655","1"
"228598","1","A-CUTT9660","1"
"228599","2","COIL1010","2"
"228596","6","4200016G","6"
"228596","4","4000118G","4"
"228593","1","POUC906","1"
"228593","3","","3"
"228593","2","JUM7","2"
"228591","1","CR-53","0"
"228587","1","CU0449","1"
"228600","1","POUC013A","1"
"228601","3","PB6","3"
"228500","1","","1"
"228604","1","WLPSZSTKWH","1"
"228606","2","COIL2005","2"
"228606","1","COIL2015","1"
"228608","8","FILL004","8"
"228610","2","COVA4020","2"
"228611","10","030204NADD","10"
"228611","10","030204NAAA","10"
"228611","10","030204BKAA","10"
"228609","5","","5"
"228609","5","","5"
"228621","1","E-SHRE9601","1"
"228620","1","PWS-1555","1"
"228618","1","19RS304","1"
"228618","1","19RS302","1"
"228618","1","19RS106","1"
"228617","1","TABS00A","1"
"228617","1","TABS00B","1"
"228617","1","TABS00C","1"
"228617","1","TABS00D","1"
"228617","1","COVE001","1"
"228617","1","WIRD2005","1"
"228615","1","12250","1"
"228613","2","COVE002A","2"
"228613","2","COVE601","2"
"228607","1","PWS-1555","1"
"228602","1","T30CW-4","0"
"228622","1","COIL1025","1"
"228622","1","COIL1010","1"
"228622","1","COVE002","1"
"228622","1","COVE403","1"
"228623","1","COVE002A","1"
"228623","1","COVE501","1"
"228625","3","19RS003","3"
"228580","2","E-COUNT9600","2"
"228580","3","2162002C08","3"
"228580","3","","0"
"228580","3","","0"
"228580","10","","5"
"228580","5","","5"
"228580","5","","5"
"228626","2","033021NTAA","1"
"228626","1","","1"
"228626","1","","1"
"228626","1","","1"
"228626","1","","1"
"228626","2","","1"
"228470","30","033025NTAA","30"
"228627","10","FILL004","10"
"228628","4","39-0127-000","4"
"228629","1","COIL1010","1"
"228630","1","MODEL 5",\N
"228631","12","FILL004","12"
"228634","1",\N,"1"
"228635","14","03-188-1C","14"
"228603","2","COVE002","2"
"228603","2","COVE501","2"
"228603","2","COIL1005","2"
"8","1","TMHG-VAR","1"
"7","1","E-PADD3000","1"
"228636","5","POUC010","5"
"228637","1","POUC013A","1"
"228637","2","POUC302","2"
"228637","3","POUC114","3"
"228638","3","COVE010","3"
"228639","2","COIL1060","2"
"228639","4","POUC302","4"
"228640","2","COIL1010","2"
"228640","1","COVE010","1"
"228640","1","COVE501","1"
"228641","1","COIL1010","1"
"228642","2","POUC302","2"
"228645","2","FILL005","2"
"228645","1","Labor","1"
"228647","2","COIL1010","2"
"228655","1","TBS-1","1"
"228654","1","CSD12CSMTT1","1"
"228654","1","CSD12CSBK01","1"
"228652","2","POUC302","2"
"228652","1","POUC010","1"
"228649","1","POUC905","1"
"228649","1","POUC011","1"
"228648","2","13012BLUE","2"
"228656","1","E-CUTT1330","1"
"228658","1","COIL1020","1"
"228661","1","POUC010","1"
"228662","10","13100NAVY","10"
"228662","10","13112NAVY","10"
"228664","1","PT-01","1"
"228664","1","PT-05","1"
"228664","1","PT-10","1"
"228663","2","","2"
"228665","3","POUC309","3"
"228665","1","POUC302","1"
"228659","1","E-LAM8516","1"
"228657","100","","100"
"228666","1","COIL1030","1"
"228660","2","","2"
"228660","1","00.00.00738","1"
"228660","6","00848505300","6"
"228660","6","00.00.00778","6"
"228660","2","COIL1000","2"
"228660","2","COIL1010","2"
"228660","2","COIL1020","2"
"228660","2","COIL1030","2"
"228660","2","COIL1050","2"
"228660","3","COVE501","3"
"228668","4","POUC302","4"
"228674","6","FILL005-13","6"
"228677","10","FILL004","10"
"228676","10","LD-3","10"
"228675","10","POUC302","10"
"228673","4","FILL304","4"
"228672","1","LPD-161","0"
"228671","2","30AD","0"
"228670","2","EW21L716","2"
"228669","2","030203BBDD","2"
"228667","1","2085","0"
"228540","5","COVE001","5"
"228540","2","a-padd007","2"
"228540","2","MEN5","2"
"228540","2","18X2625-SSPX","2"
"228684","1","COIL1000","1"
"228682","1","E-BIND9620","1"
"228681","1","E-CUTT9600","1"
"228681","1","A-CUTT9655","1"
"228680","1","SS-18SS","1"
"228679","1","51653-SA","1"
"228678","1","E-CUTT9600","1"
"228686","1","00.00.00772","1"
"228685","1","75063","1"
"13","1","60210","1"
"228687","10","POUC010","10"
"228688","1","COVA4020","1"
"228691","1","E-CUTT9608","1"
"228691","1","A-CUTT9668","1"
"228692","3","","3"
"228693","3","CST12CRBLT2","3"
"228693","3","C05BR","3"
"228693","2","EP716WH","2"
"228693","2","LP03LTR","2"
"228693","2","CSD12CRNV01","2"
"228689","1","E-CUTT9600","1"
"228689","1","A-CUTT9655","1"
"228695","4","POUC010","4"
"228697","1","COVE501","1"
"228696","3","Utility covers",\N
"228694","5","e-punc9601","5"
"228699","1","A-CUTT9655","1"
"228701","1","","1"
"228701","1","","1"
"228702","1","POUC110","1"
"228702","1","POUC113","1"
"228703","2","CSD12CSMTT1","2"
"228708","1","COIL2000","1"
"228708","1","COIL1000","1"
"228707","1","POUC002","1"
"228707","1","POUC905","1"
"228706","2","FILM117","2"
"228706","2","COIL3000","2"
"228705","1","COIL1060","1"
"228710","1","","1"
"228710","1","","1"
"228710","1","","1"
"228710","1","WIRD1000","1"
"228710","1","WIRD2000","1"
"228710","1","COVE002E","1"
"228710","1","COVE002","1"
"228709","1","S10P","1"
"228704","3","POUC010","3"
"228704","2","POUC014","2"
"228700","5","COVE002","5"
"228700","5","COVE501","5"
"228700","3","12X500-SF","3"
"228712","3","VELO200","3"
"228714","3","19RS009","3"
"228714","2","19RS008","2"
"228714","2","19RS007","2"
"228715","5","POUC006","5"
"228716","3","00.00.00772","3"
"228719","3","13516MARO","3"
"228719","6","13038MARO","6"
"228719","2","13012MARO","2"
"228719","2","13058MARO","2"
"228718","1","E-PUNC1210","1"
"228721","1","3200410","1"
"228717","50","FD-1108 - BLACK","0"
"6","1","7704250B","1"
"6","2","COVE002A","2"
"6","4","19RS003","4"
"228722","2","FILL406","2"
"228723","2","COIL1010","2"
"228726","5","POUC302","5"
"228728","2","4000098G","0"
"228729","2","COIL1000","2"
"228727","1","","1"
"228727","2","","1"
"228725","8","","8"
"228731","2","","2"
"228731","2","","2"
"228735","1","POUC302","1"
"228737","1","1172A","1"
"228738","2","COVE010","2"
"228738","1","COIL5000","1"
"228740","1","E-CUTT9600","1"
"228736","2","","2"
"228736","2","","2"
"228739","2","","2"
"228739","2","","2"
"228741","1","","1"
"228741","2","","1"
"228741","1","","1"
"228733","1","SS-18SS","1"
"228742","1","1710740","1"
"228734","1","E-CUTT1150","1"
"228747","4","A-CUTT4500","4"
"228745","10","POUC106","10"
"228745","10","POUC010","10"
"228750","2","FILL005","2"
"228748","2","CUI14028","2"
"228748","2","CUI16180","2"
"228751","5","","0"
"228746","3","CM","3"
"228743","1","E-CUTT9600","1"
"228755","1","E-CUTT7400","1"
"228754","1","WIRD1010","1"
"228757","1","POUC305","1"
"228756","6","03-273-1C","6"
"228756","4","","4"
"228690","4","","4"
"228752","4","","4"
"228758","1","","1"
"228759","8","WIRD1000","8"
"228760","1","POUC010","1"
"228760","1","19RS009","1"
"228761","10","POUC302","10"
"228762","10","291150702","10"
"228763","1","E-CUTT9600","1"
"228720","15","","15"
"228769","2","COIL1050","2"
"228769","2","COIL1020","2"
"228768","1","POUC7010","1"
"228766","2","E-CUTT1330","0"
"228765","1","PJ-1005","1"
"228764","2","POUC110","2"
"228770","4","19RS004","4"
"228770","4","19RS006","4"
"228772","4","","4"
"228771","2","FILL304","2"
"228771","2","FILL305","2"
"228773","6","19RS006","6"
"228774","8","45-251-1C","8"
"228775","4","","4"
"228683","2","","2"
"228683","2","","2"
"228776","6","FILL005","6"
"228776","6","FILL305","6"
"228777","1","COVE010","0"
"228778","1","COIL1030","0"
"228778","1","COIL1035","0"
"228780","2","A-CUTT9652","2"
"228779","1","E-CUTT9600","1"
"228643","1","E-CUTT4060","1"
"228643","1","E-CUTT4020","1"
"228781","1","","1"
"228614","1","104.3CC","1"
"228786","1","","1"
"228790","2","POUC301","2"
"228790","4","POUC302","4"
"228789","3","COVE002","3"
"228789","2","WIRD2000","2"
"228783","1","E-CUTT9330","1"
"228782","2","A-COUNT1660","2"
"228791","2","COVE403","2"
"228791","1","19RS003","1"
"228791","1","19RS004","1"
"228791","1","19RS009","1"
"228791","1","19RS008","1"
"228792","5","POUC010","5"
"228794","15","01120552LG","15"
"228794","15","POUC905","15"
"228796","1","COIL1010","1"
"228797","1","","0"
"228798","4","033021NTAA","4"
"228798","4","030206BKAA","4"
"228798","4","13038","4"
"228798","4","13916","4"
"228801","1","COIL2030","1"
"228801","1","COIL2035","1"
"228806","1","POUC301","0"
"228805","3","POUC302","3"
"228803","1","CUI74027","1"
"228803","1","CUI16150","1"
"228802","1","SS-18DS","1"
"228466","1","SS-16-MB-E","1"
"228807","2","POUC010","2"
"228808","1","291450302","1"
"228809","5","COVE509","5"
"228809","4","COVE002","4"
"228809","5","COIL1005","5"
"228767","1","76001","1"
"228767","5","291150302","5"
"228767","10","","3"
"228767","10","","3"
"228767","3","030206BKAA","3"
"228767","3","","3"
"228767","1","INSTANTCARD-M","1"
"228767","3","","3"
"228810","3","POUC110","3"
"228811","1","PWS-1555","1"
"228813","2","372731C","2"
"228651","1","E-CUTT9600","1"
"228788","1","60387","1"
"228644","1",\N,"0"
"228819","1","POUC010","0"
"228818","1","E-CUTT9600","1"
"228814","1","E-CUTT9600","1"
"228825","1","6600UVMG","1"
"228826","6","03-123-1C","6"
"228273","80","POUC001","80"
"228273","350","JUM5","350"
"228824","1","A-CUTT9655","1"
"228828","4","POUC211","4"
"228823","6","3200405","6"
"228829","1","COIL1050","1"
"228815","10","","10"
"228820","1","","1"
"228821","4","POUC304","4"
"228822","2","FILL304","2"
"228827","1","400","1"
"228800","1","3010","0"
"228787","1","E-CUTT9600","1"
"228831","1","E-BIND7612","1"
"228833","2","03-273-1C","2"
"228833","10","372731C","10"
"228749","1","POUC484","1"
"228835","2","QUICKBIND","2"
"228837","1","E-LAM8504","1"
"228838","2","POUC302","2"
"228839","10","CLT16CSBK01","10"
"228839","5","C07AS","5"
"228836","2","POUC302","2"
"228836","4","POUC010","4"
"228836","1","POUC110","1"
"228836","1","POUC009","1"
"228836","1","POUC109","1"
"228836","1","POUC013A","1"
"228842","4","POUC214","4"
"228840","2","CSD12CSBK01","2"
"228840","2","COVE002F","2"
"228832","1","POUC302","1"
"228832","1","POUC010","1"
"228832","1","POUC006","1"
"228633","2","372731C","2"
"228633","6","41-272-1C","6"
"228633","2","A-LAM5000B","2"
"228633","4","A-LAM5000A","4"
"228633","2","a-lam5000c","2"
"228844","3","POUC302","3"
"228843","1","POUC011","1"
"228848","1","","1"
"228845","3","COIL1050","3"
"228845","4","COIL2050","4"
"228850","1","WIRD5010","1"
"228847","1","E-CUTT9600","1"
"228853","6","PDS-1500","6"
"228852","1","400","1"
"228855","1","SJM-1N","1"
"228856","1","E-CUTT1190","1"
"228854","2","COIL1060","2"
"228854","2","POUC302","2"
"228859","1","030204MADD","1"
"228858","1","13014NAVY","1"
"228858","3","13516NAVY","3"
"228858","3","13038NAVY","3"
"228858","1","13034NAVY","1"
"228857","6","","6"
"228860","1","COIL1000","1"
"228860","1","COVE501","1"
"228861","6","033027NTAA","6"
"228861","7","","2"
"228861","2","","2"
"228861","2","030204WHAA","2"
"228862","2","FILL004","2"
"228849","2","COVE020","2"
"228849","1","COVE531","1"
"228849","2","COIL1010","2"
"228849","2","COIL1000","2"
"228863","1","POUC905","1"
"228863","1","POUC111","1"
"228864","1","E-CUTT9600","1"
"228865","4","01121232KC","4"
"228866","1","COIL1000","1"
"228866","1","COIL1005","1"
"228866","1","COIL1010","1"
"228868","2","POUC215","2"
"228869","1","E-CUTT9600","1"
"228870","1","SS-18DS","1"
"228872","3","POUC003","3"
"228873","15","POUC010","15"
"228873","1","POUC003","1"
"228873","1","POUC107","1"
"228873","2","POUC009","2"
"228873","2","19RS003","2"
"228873","3","COVE010","3"
"228874","1","E-CUTT9600","1"
"228876","1","27034WHIT","1"
"228875","1","E-CUTT9600","1"
"228877","1","19RS404","1"
"228877","1","19RS405","1"
"228877","4","19RS406","4"
"228880","1","POUC003","1"
"228878","1","COIL1010","1"
"228879","2","CED21/4","2"
"228881","1","","1"
"228884","450","45-271-1C","450"
"228885","1","E-CUTT9600","1"
"228886","6","FILL005","6"
"228887","2","FILL005","2"
"228888","20","FILL004","20"
"228595","26","FILL510C","26"
"228890","8","FILL304","8"
"228889","5","POUC110","5"
"228891","1","COVE002","1"
"228891","1","COVE501","1"
"228891","2","COIL1030","2"
"228892","2","FILL406","2"
"228893","6","POUC302","6"
"228895","150","POUC001","150"
"228896","1","PRO LAM PLUS 330",\N
"228612","3","","1"
"228612","1","","1"
"228817","1","LPL3672L60","0"
"228901","20","","20"
"228901","5","13014","5"
"228901","2","13038","2"
"228744","1","2085","0"
"228851","31","291450302","31"
"228905","2","","1"
"228905","1","","1"
"228841","1","","1"
"228906","1","POUC010","1"
"228907","2","COIL1060","2"
"228908","48","FD-1108 - BLACK","0"
"228909","1","3200405","1"
"228910","6","POUC209","6"
"228834","3","POUC209","3"
"228918","13","15CR","0"
"228916","2","A-CUTT9655","2"
"228915","50","5AD","0"
"228914","2","19RS503","2"
"228914","2","COVE001","2"
"228912","14","45-041-1C","14"
"228921","1","DS-42FC","1"
"228921","1","","1"
"228922","1","COIL1220","1"
"228923","1","\"\"\"1013\"",\N
"228923","2","POUC106","2"
"228924","1","POUC009","1"
"228724","1","","1"
"228926","1","01-1070-41B","1"
"228927","4","FILL305","4"
"228930","4","FILL005","4"
"228932","1","COIL1015","1"
"228931","50","POUC203","50"
"228933","1","COVE002","1"
"228935","1","COIL1010","1"
"228936","1","COVE501","1"
"228929","5","01121173DL","5"
"228937","5","POUC905","5"
"228937","2","POUC006","2"
"228937","5","POUC011","5"
"228940","10","COIL1010","10"
"228941","1","WIRD1015","1"
"228939","2","POUC111","2"
"228943","2","POUC010","2"
"228942","4","41-122-1C","4"
"228938","1","TISH-200","1"
"228946","1","POUC110","1"
"228946","1","COVE010","1"
"228945","5","19RS005","5"
"228945","2","19RS004","2"
"228944","1","","1"
"228944","1","SS-32SS","1"
"228949","6","POUC302","6"
"228951","1","COVE509","1"
"228953","5","206090302","5"
"228952","5","COVE010","5"
"228952","3","COIL1030","3"
"228952","4","COIL1020","4"
"228954","1","","0"
"228956","1","COIL1050","1"
"228956","1","COIL1000","1"
"228956","1","COIL1020","1"
"228956","1","COIL1070","1"
"228957","1","COVA4005","1"
"228960","10","13012HUNTR","10"
"228960","10","033027NTAA","10"
"228958","500","","500"
"228955","1","1622","0"
"228950","4","918","4"
"228959","2","030204NADD","2"
"228959","4","033027NTDD","4"
"228962","3","1520","3"
"228962","4","COIL9025","4"
"228963","2","A-SAFE2003","2"
"228966","7","COIL2000","0"
"228900","3","LET7","3"
"228900","3","","3"
"228948","1","","1"
"16","1","A-COUNT1660","1"
"16","1","","1"
"228934","50","","50"
"228934","50","","50"
"228964","8","","8"
"228903","1","FILM960","1"
"228967","3","COIL2005","3"
"228967","3","COIL2010","3"
"228965","1","19RS602","1"
"228965","1","19RS603","1"
"228965","1","19RS604","1"
"228969","1","D880","1"
"228971","4","POUC110","4"
"228970","1","POUC011","1"
"228970","1","POUC905","1"
"228972","2","FILL004-GBC","2"
"228753","1","WIRS3010","1"
"228753","1","WIRS3020","1"
"228753","1","WIRS3025","1"
"228753","1","WIRS3030","1"
"228753","2","WIRS3035","2"
"228753","1","WIRS3045","1"
"228753","0","","0"
"228973","3","19RS007","3"
"228976","2","COIL1070","0"
"228975","10","","10"
"228978","10","COVE002","10"
"228978","5","COVE501","5"
"228978","6","COIL1010","6"
"228978","6","COIL1020","6"
"17","1","","1"
"228974","6","POUC302","6"
"228974","3","POUC010","3"
"228925","6","3000024","6"
"228984","2","FILL405","2"
"228985","2","COIL1000","2"
"228985","2","COIL1030","2"
"228985","2","COIL1040","2"
"228985","2","COIL1055","2"
"228985","2","COVE002","2"
"228985","1","COVE004","1"
"228988","2","COIL1005","2"
"228947","1","E-SHRE7260","1"
"228920","1","E-LAM7568","1"
"228795","2","VELO031","2"
"228919","1","A-CUTT6117","1"
"228986","20","FILL405","20"
"228977","10","13038","10"
"228989","3","POUC011","3"
"228989","2","POUC111","2"
"228616","1","E-8-MB-E-S","1"
"228990","1","POUC108-SS","1"
"228990","1","POUC108","1"
"228993","4","","2"
"228993","2","","2"
"228991","10","POUC302","10"
"228992","2","C05AS","2"
"228992","2","CSD12CSBK01","2"
"228994","6","POUC012","6"
"228995","1","E-CUTT1170","1"
"228997","2","12250","2"
"228999","2","POUC905","2"
"228999","2","POUC218","2"
"228996","6","FILL405","6"
"228996","4","FILL604","4"
"228998","1","COVE614","1"
"228998","1","","1"
"228998","1","","1"
"228998","1","","1"
"228998","2","","1"
"229000","1","S-2500","1"
"229001","1","COIL1020","1"
"229001","1","COIL1010","1"
"229002","15","POUC101","15"
"229004","1","021218050C","1"
"229006","1","","1"
"229005","4","KJ3GTLAM/43","4"
"229009","12","FILL004","12"
"229007","1","COVE512","1"
"229007","1","COVE002A","1"
"229008","2","19RS702","2"
"229008","1","COVE001","1"
"229008","1","COVE506","1"
"229010","1","19RS003","1"
"229010","1","COIL6000","1"
"229011","2","12X500-SF","2"
"229012","1","COIL1025","1"
"229013","10","","10"
"229014","1","19RS005","1"
"229014","1","19RS006","1"
"229014","1","19RS106","1"
"229014","1","19RS105","1"
"229003","2","WIRD1025","0"
"229003","1","WIRD1015","0"
"229003","1","WIRD1005","0"
"229003","3","WIRD1020","0"
"229003","1","","1"
"229015","1","60736","1"
"229015","1","69131","1"
"229015","1","69108","1"
"229016","4","30-275-1C","4"
"229017","2","POUC014","2"
"229018","2","S-950","2"
"229018","7","","7"
"229019","3","POUC302","3"
"228987","5","COVE023","5"
"228987","2","COVE002","2"
"228987","3","19RS403","3"
"228987","2","19RS408","2"
"228987","2","19RS405","2"
"228987","2","19RS406","2"
"229020","4","372731C","4"
"229021","2","FILL305","2"
"229021","1","LABOR","1"
"229022","1","","1"
"228883","5","custcove","5"
"228883","10","","10"
"229023","5","COIL1015","4"
"229024","1","E-BIND4028","1"
"229025","10","COIL1010","10"
"229026","1","FILM117","1"
"229027","1","","1"
"229027","1","","1"
"229028","20","291150502","20"
"229032","20","CLT16CSBK01","20"
"229032","10","C07AS","10"
"229032","30","LP07LTR","30"
"229029","1","","1"
"229030","3","POUC010","3"
"229030","2","POUC009","2"
"229033","2","FILL004-GBC","2"
"229036","2","EP308BK","2"
"229036","1","EP916BK","1"
"229036","1","EP102BK","1"
"229036","2","EW21L104","2"
"229040","2","A-FOLD200","2"
"228902","1","E-CUTT9600","1"
"229043","3","COVE001","3"
"229043","3","COVE508","3"
"229043","2","19RS506","2"
"229044","2","13516MARO","2"
"229044","2","13038MARO","2"
"229044","2","13716MARO","2"
"229044","2","13012MARO","2"
"229044","2","13916MARO","2"
"229044","2","13058MARO","2"
"229047","8",\N,"8"
"229048","1","POUC222","1"
"229045","1","ED916BZ332","0"
"229049","1","1172A","1"
"229046","1","","1"
"229046","1","27916","1"
"229046","1","27012","1"
"229046","2","27516","2"
"229046","1","27038","1"
"229050","1","E-CUTT9332","1"
"229052","1","COVE010","1"
"229051","1","01-0234-000","1"
"229053","1","MEN5","1"
"229053","2","","2"
"229055","2","COVE002","2"
"229055","1","COVE501","1"
"229054","20","01120432MI","20"
"229056","2","WIRD1027","2"
"229059","1","472","1"
"229058","2","FILL304","2"
"229057","2","FILL004","2"
"229061","1","COIL1000","1"
"229064","2","","2"
"229042","3","","2"
"229042","2","","2"
"229042","2","","2"
"229035","6","FILL004","6"
"229035","1","1145482","0"
"229070","1","COIL1020","1"
"229070","1","COIL1025","1"
"229063","1","18X3500-SSPX","1"
"229068","1","35-3","1"
"229069","3","19RS008","3"
"229069","2","19RS009","2"
"229067","5","POUC201","5"
"229071","2","033021NTAA","2"
"229071","1","030203NAAA","1"
"229071","2","4012185G","0"
"229072","1","E-COUNT3702","1"
"229062","1","W18","1"
"229073","20","POUC002","20"
"228793","16","Labor","16"
"228793","1","p-1730459","1"
"228793","1","Service-Call","1"
"229074","5","LP05DLT","5"
"229075","2","FILL304","2"
"229077","1","RT218","1"
"229060","1","PM-1814","1"
"229080","1","POUC214","1"
"229080","2","POUC215","2"
"229078","1","POUC302","1"
"229066","7","","7"
"229066","7","033027NTAA","7"
"229066","4","030204BKAA","4"
"229079","5","","5"
"229082","1","1710740","1"
"229082","4","3000004","4"
"229081","2",\N,"2"
"229083","10","13716","10"
"229076","1","CUI12220","1"
"229085","5","POUC017","5"
"229087","1","COIL1010","1"
"229087","1","COVE002A","1"
"229087","1","COVE601","1"
"229087","1","COIL1020","1"
"229034","12","15CR","0"
"229088","2","COVA4010","2"
"229089","3","","3"
"229089","1","CUTFEE","1"
"229091","5","POUC307","5"
"229094","4","EW21L104","4"
