19RS114,Spiral Binding Co,13112WHIT,12.91,P
19RS115,AKILES PRODUCTS INC,EP134WH,6.37,
19RS115,SOUTHWEST PLASTIC BINDING,,6.53,
19RS115,Spiral Binding Co,13134WHIT,7.11,P
19RS116,AKILES PRODUCTS INC,EP200WH,6.82,
19RS116,Spiral Binding Co,13200WHIT,7.52,P
19RS202,SOUTHWEST PLASTIC BINDING,,1.51,
19RS202,Spiral Binding Co,13014BLUE,1.92,P
19RS203,SOUTHWEST PLASTIC BINDING,,1.83,
19RS203,Spiral Binding Co,13516BLUE,2.15,P
19RS203,TAMERICA PRODUCTS INC.,19RS203,0,
19RS204,SOUTHWEST PLASTIC BINDING,,2.14,
19RS204,Spiral Binding Co,13038BLUE,2.32,P
19RS205,SOUTHWEST PLASTIC BINDING,,2.73,
19RS205,Spiral Binding Co,13716BLUE,2.99,P
19RS206,SOUTHWEST PLASTIC BINDING,,3.17,
19RS206,Spiral Binding Co,13012BLUE,3.18,P
19RS207,SOUTHWEST PLASTIC BINDING,,3.75,
19RS207,Spiral Binding Co,13916BLUE,3.95,P
19RS208,SOUTHWEST PLASTIC BINDING,,4.38,
19RS208,Spiral Binding Co,13058BLUE,4.92,P
19RS209,SOUTHWEST PLASTIC BINDING,,5.51,
19RS209,Spiral Binding Co,13034BLUE,5.92,P
19RS210,SOUTHWEST PLASTIC BINDING,,7.03,
19RS210,Spiral Binding Co,13078BLUE,7.15,P
19RS211,SOUTHWEST PLASTIC BINDING,,9.37,
19RS211,Spiral Binding Co,13100BLUE,9.02,P
19RS212,SOUTHWEST PLASTIC BINDING,,10.96,
19RS212,Spiral Binding Co,13118BLUE,10.8,P
19RS213,SOUTHWEST PLASTIC BINDING,,10.27,
19RS213,Spiral Binding Co,13114BLUE,11.5,P
19RS214,SOUTHWEST PLASTIC BINDING,,11.59,
19RS214,Spiral Binding Co,13112BLUE,12.91,P
19RS215,SOUTHWEST PLASTIC BINDING,,6.53,
19RS215,Spiral Binding Co,13134BLUE,7.11,P
19RS216,Spiral Binding Co,13200BLUE,7.52,P
19RS302,SOUTHWEST PLASTIC BINDING,,1.51,
19RS302,Spiral Binding Co,13014REDD,1.92,P
19RS303,SOUTHWEST PLASTIC BINDING,,1.83,
19RS303,Spiral Binding Co,13516REDD,2.15,P
19RS303,TAMERICA PRODUCTS INC.,,0,
19RS304,SOUTHWEST PLASTIC BINDING,,2.14,
19RS304,Spiral Binding Co,13038REDD,2.32,P
19RS305,SOUTHWEST PLASTIC BINDING,,2.73,
19RS305,Spiral Binding Co,13716REDD,2.99,P
19RS306,SOUTHWEST PLASTIC BINDING,,3.17,
19RS306,Spiral Binding Co,13012REDD,3.18,P
19RS307,SOUTHWEST PLASTIC BINDING,,3.75,
19RS307,Spiral Binding Co,13916REDD,3.95,P
19RS307,TAMERICA PRODUCTS INC.,,0,
19RS308,SOUTHWEST PLASTIC BINDING,,4.38,
19RS308,Spiral Binding Co,13058REDD,4.92,P
19RS309,SOUTHWEST PLASTIC BINDING,,5.51,
19RS309,Spiral Binding Co,13034REDD,5.92,P
19RS310,SOUTHWEST PLASTIC BINDING,,7.03,
19RS310,Spiral Binding Co,13078REDD,7.15,P
19RS311,SOUTHWEST PLASTIC BINDING,,9.37,
19RS311,Spiral Binding Co,13100REDD,9.02,P
19RS312,SOUTHWEST PLASTIC BINDING,,10.96,
19RS312,Spiral Binding Co,13118REDD,10.8,P
19RS313,SOUTHWEST PLASTIC BINDING,,10.27,
19RS313,Spiral Binding Co,13114REDD,11.5,P
19RS314,SOUTHWEST PLASTIC BINDING,,11.59,
19RS314,Spiral Binding Co,13112REDD,12.91,P
19RS315,SOUTHWEST PLASTIC BINDING,,6.53,
19RS315,Spiral Binding Co,13134REDD,7.11,P
19RS316,Spiral Binding Co,13200REDD,7.52,P
19RS402,AKILES PRODUCTS INC,EP104NV,1.51,
19RS402,SOUTHWEST PLASTIC BINDING,,1.51,
19RS402,Spiral Binding Co,13014NAVY,1.92,P
19RS402,TAMERICA PRODUCTS INC.,,0,
19RS403,AKILES PRODUCTS INC,EP516NV,1.84,
19RS403,SOUTHWEST PLASTIC BINDING,4011185G,1.84,
19RS403,Spiral Binding Co,13516NAVY,2.15,P
19RS404,AKILES PRODUCTS INC,EP308NV,2.16,
19RS404,SOUTHWEST PLASTIC BINDING,,2.14,
19RS404,Spiral Binding Co,13038NAVY,2.32,P
19RS405,AKILES PRODUCTS INC,EP716NV,2.38,
19RS405,SOUTHWEST PLASTIC BINDING,,2.73,
19RS405,Spiral Binding Co,13716NAVY,2.99,P
19RS405,TAMERICA PRODUCTS INC.,,0,
19RS406,AKILES PRODUCTS INC,EP102NV,2.75,
19RS406,SOUTHWEST PLASTIC BINDING,,3.17,
19RS406,Spiral Binding Co,13012NAVY,3.18,P
19RS406,TAMERICA PRODUCTS INC.,,0,
19RS407,AKILES PRODUCTS INC,EP916NV,3.26,
19RS407,SOUTHWEST PLASTIC BINDING,,3.75,
19RS407,Spiral Binding Co,13916NAVY,3.95,P
19RS407,TAMERICA PRODUCTS INC.,,0,
19RS408,AKILES PRODUCTS INC,EP508NV,4.1,
19RS408,SOUTHWEST PLASTIC BINDING,,4.38,
19RS408,Spiral Binding Co,13058NAVY,4.92,P
19RS408,TAMERICA PRODUCTS INC.,,0,
19RS409,AKILES PRODUCTS INC,EP304NV,5.39,
19RS409,SOUTHWEST PLASTIC BINDING,,5.51,
19RS409,Spiral Binding Co,13034NAVY,5.92,P
19RS410,AKILES PRODUCTS INC,EP708NV,6.4,
19RS410,SOUTHWEST PLASTIC BINDING,,7.03,
19RS410,Spiral Binding Co,13078NAVY,7.15,P
19RS411,AKILES PRODUCTS INC,EP100NV,8.22,
19RS411,SOUTHWEST PLASTIC BINDING,,9.37,
19RS411,Spiral Binding Co,13100NAVY,9.02,P
19RS412,AKILES PRODUCTS INC,EP118NV,9.42,
19RS412,SOUTHWEST PLASTIC BINDING,,10.96,
19RS412,Spiral Binding Co,19RS118NAVY,10.8,P
19RS413,AKILES PRODUCTS INC,EP114NV,9.84,
19RS413,SOUTHWEST PLASTIC BINDING,,10.27,
19RS413,Spiral Binding Co,13114NAVY,11.5,P
19RS414,AKILES PRODUCTS INC,EP112NV,11.56,
19RS414,SOUTHWEST PLASTIC BINDING,,11.59,
19RS414,Spiral Binding Co,13112NAVY,12.91,P
19RS415,AKILES PRODUCTS INC,EP134NV,6.37,
19RS415,SOUTHWEST PLASTIC BINDING,,6.53,
19RS415,Spiral Binding Co,13134NAVY,7.11,P
19RS416,AKILES PRODUCTS INC,EP200NV,6.82,
19RS416,Spiral Binding Co,13200NAVY,7.52,P
19RS502,SOUTHWEST PLASTIC BINDING,,1.51,
19RS502,Spiral Binding Co,13014MARO,1.92,P
19RS503,SOUTHWEST PLASTIC BINDING,,1.83,
19RS503,Spiral Binding Co,13516MARO,2.15,P
19RS504,SOUTHWEST PLASTIC BINDING,,2.14,
19RS504,Spiral Binding Co,13038MARO,2.32,P
19RS505,SOUTHWEST PLASTIC BINDING,,2.73,
19RS505,Spiral Binding Co,13716MARO,2.99,P
19RS506,SOUTHWEST PLASTIC BINDING,,3.17,
19RS506,Spiral Binding Co,13012MARO,3.18,P
19RS507,SOUTHWEST PLASTIC BINDING,,3.75,
19RS507,Spiral Binding Co,13916MARO,3.95,P
19RS508,SOUTHWEST PLASTIC BINDING,,4.38,
19RS508,Spiral Binding Co,13058MARO,4.92,P
19RS509,SOUTHWEST PLASTIC BINDING,,5.51,
19RS509,Spiral Binding Co,13034MARO,5.92,P
19RS510,SOUTHWEST PLASTIC BINDING,,7.03,
19RS510,Spiral Binding Co,13078MARO,7.15,P
19RS511,SOUTHWEST PLASTIC BINDING,4015183G,9.37,
19RS511,Spiral Binding Co,13100MARO,9.02,P
19RS512,SOUTHWEST PLASTIC BINDING,,10.96,
19RS512,Spiral Binding Co,13118MARO,10.8,P
19RS513,SOUTHWEST PLASTIC BINDING,,10.27,
19RS513,Spiral Binding Co,13114MARO,11.5,P
19RS514,SOUTHWEST PLASTIC BINDING,,11.59,
19RS514,Spiral Binding Co,13112MARO,12.91,P
19RS514,TAMERICA PRODUCTS INC.,,0,
19RS515,SOUTHWEST PLASTIC BINDING,,6.53,
19RS515,Spiral Binding Co,13134MARO,7.11,P
19RS516,Spiral Binding Co,13200MARO,7.52,P
19RS602,Spiral Binding Co,19RS602,1.92,P
19RS603,Spiral Binding Co,19RS603,2.15,P
19RS604,Spiral Binding Co,19RS604,2.32,P
19RS605,Spiral Binding Co,19RS605,2.99,P
19RS606,Spiral Binding Co,19RS606,3.18,P
19RS607,Spiral Binding Co,19RS607,3.95,P
19RS608,Spiral Binding Co,19RS608,4.92,P
19RS609,Spiral Binding Co,,5.92,P
19RS610,SOUTHWEST PLASTIC BINDING,,0,
19RS610,Spiral Binding Co,,7.15,P
19RS611,SOUTHWEST PLASTIC BINDING,,0,
19RS611,Spiral Binding Co,19RS611,9.02,P
19RS612,SOUTHWEST PLASTIC BINDING,,0,
19RS612,Spiral Binding Co,,10.8,P
19RS613,SOUTHWEST PLASTIC BINDING,,0,
19RS613,Spiral Binding Co,,11.5,P
19RS614,SOUTHWEST PLASTIC BINDING,,0,
19RS614,Spiral Binding Co,,12.91,P
19RS615,SOUTHWEST PLASTIC BINDING,,0,
19RS615,Spiral Binding Co,,7.11,P
19RS616,SOUTHWEST PLASTIC BINDING,,0,
19RS616,Spiral Binding Co,,7.52,P
19RS702,SOUTHWEST PLASTIC BINDING,,1.51,
19RS702,Spiral Binding Co,13014HUNTR,1.92,P
19RS703,SOUTHWEST PLASTIC BINDING,,1.83,
19RS703,Spiral Binding Co,13516HUNTR,2.15,P
19RS704,SOUTHWEST PLASTIC BINDING,,2.14,
19RS704,Spiral Binding Co,13038HUNTR,2.32,P
19RS705,SOUTHWEST PLASTIC BINDING,,2.73,
19RS705,Spiral Binding Co,13716HUNTR,2.99,P
19RS706,SOUTHWEST PLASTIC BINDING,,3.17,
19RS706,Spiral Binding Co,13012HUNTR,3.18,P
19RS706,TAMERICA PRODUCTS INC.,19RS706,0,
19RS707,SOUTHWEST PLASTIC BINDING,,3.75,
19RS707,Spiral Binding Co,13916HUNTR,3.95,P
19RS708,SOUTHWEST PLASTIC BINDING,4013484G,4.38,
19RS708,Spiral Binding Co,13058HUNTR,4.92,P
19RS709,SOUTHWEST PLASTIC BINDING,,5.51,
19RS709,Spiral Binding Co,13034HUNTR,5.92,P
19RS710,SOUTHWEST PLASTIC BINDING,4014484G,7.03,
19RS710,Spiral Binding Co,13078HUNTR,7.15,P
19RS711,SOUTHWEST PLASTIC BINDING,,9.37,
19RS711,Spiral Binding Co,13100HUNTR,9.02,P
19RS712,SOUTHWEST PLASTIC BINDING,,10.96,
19RS712,Spiral Binding Co,13118HUNTR,10.8,P
19RS713,SOUTHWEST PLASTIC BINDING,,10.27,
19RS713,Spiral Binding Co,13114HUNTR,11.5,P
19RS714,SOUTHWEST PLASTIC BINDING,,11.59,
19RS714,Spiral Binding Co,13112HUNTR,12.91,P
19RS715,SOUTHWEST PLASTIC BINDING,,6.53,
19RS715,Spiral Binding Co,13134HUNTR,7.11,P
19RS716,Spiral Binding Co,13200HUNTR,7.52,P
19RS802,SOUTHWEST PLASTIC BINDING,4103611G,1.51,
19RS802,Spiral Binding Co,13014CLEAR,1.92,P
19RS803,SOUTHWEST PLASTIC BINDING,,1.83,
19RS803,Spiral Binding Co,13516CLEAR,2.15,P
19RS804,SOUTHWEST PLASTIC BINDING,,2.14,
19RS804,Spiral Binding Co,13038CLEAR,2.32,P
19RS805,SOUTHWEST PLASTIC BINDING,,2.73,
19RS805,Spiral Binding Co,13716CLEAR,2.99,P
19RS806,SOUTHWEST PLASTIC BINDING,,3.17,
19RS806,Spiral Binding Co,13012CLEAR,3.18,P
19RS807,SOUTHWEST PLASTIC BINDING,,3.75,
19RS807,Spiral Binding Co,13916CLEAR,3.95,P
19RS808,SOUTHWEST PLASTIC BINDING,,4.38,
19RS808,Spiral Binding Co,13058CLEAR,4.92,P
19RS809,SOUTHWEST PLASTIC BINDING,,5.51,
19RS809,Spiral Binding Co,13034CLEAR,5.92,P
19RS810,SOUTHWEST PLASTIC BINDING,,7.03,
19RS810,Spiral Binding Co,13078CLEAR,7.15,P
19RS810,TAMERICA PRODUCTS INC.,,0,
19RS811,SOUTHWEST PLASTIC BINDING,,9.37,
19RS811,Spiral Binding Co,13100CLEAR,9.02,P
19RS812,SOUTHWEST PLASTIC BINDING,,10.96,
19RS812,Spiral Binding Co,13118CLEAR,10.8,P
19RS813,SOUTHWEST PLASTIC BINDING,,10.96,
19RS813,Spiral Binding Co,13114CLEAR,11.5,P
19RS814,SOUTHWEST PLASTIC BINDING,,11.59,
19RS814,Spiral Binding Co,13112CLEAR,12.91,P
19RS815,SOUTHWEST PLASTIC BINDING,,6.53,
19RS815,Spiral Binding Co,13134CLEAR,7.11,P
19RS816,Spiral Binding Co,13200CLEAR,7.52,P
19RS900,GENERAL BINDING CORP,,0,P
19RS9002,ACCO USA,4000020,3.15,
19RS9002,Synnex Corp / GBC,4000020G,3.15,P
19RS9003,Synnex Corp / GBC,4000032G,3.62,P
19RS9004,ACCO USA,4000044,4.26,
19RS9004,Synnex Corp / GBC,4000044G,4.31,P
19RS9005,Synnex Corp / GBC,4000056G,4.7,P
19RS9006,ACCO USA,4000068,4.72,
19RS9006,Synnex Corp / GBC,4000068G,5.53,P
19RS9007,Synnex Corp / GBC,4000080G,6.81,P
19RS9008,ACCO USA,4000092,10.04,
19RS9008,Synnex Corp / GBC,4000092G,8.79,P
19RS9009,ACCO USA,4000104,10.44,
19RS9009,Synnex Corp / GBC,4000104G,9.78,P
19RS9010,Synnex Corp / GBC,4000112G,11.4,P
19RS9011,ACCO USA,4000118,16.46,
19RS9011,Synnex Corp / GBC,4000118G,13.2,P
19RS9012,Synnex Corp / GBC,4000124G,16.11,P
19RS9013,Synnex Corp / GBC,4200004G,19.91,P
19RS9014,ACCO USA,4200010,26.54,
19RS9014,Synnex Corp / GBC,4200010G,21.69,P
19RS9015,Synnex Corp / GBC,4200016G,11.95,P
19RS9016,ACCO USA,4200022,15.86,
19RS9016,Synnex Corp / GBC,4200022G,12.82,P
19RS9102,ACCO USA,4000014,0,
19RS9102,Synnex Corp / GBC,4000014G,3.15,P
19RS9103,Synnex Corp / GBC,4000026G,3.62,P
19RS9104,ACCO USA,4000038,4.18,
19RS9104,Synnex Corp / GBC,4000038G,4.31,P
19RS9105,Synnex Corp / GBC,4000050G,4.7,P
19RS9106,ACCO USA,4000062,5.83,
19RS9106,Synnex Corp / GBC,4000062G,5.53,P
19RS9107,Synnex Corp / GBC,4000074G,6.81,P
19RS9108,ACCO USA,4000086,7.96,
19RS9108,Synnex Corp / GBC,4000086G,8.79,P
19RS9109,ACCO USA,4000098,9.19,
19RS9109,Synnex Corp / GBC,4000098G,9.78,P
19RS9110,Synnex Corp / GBC,4000109G,11.4,P
19RS9111,ACCO USA,4000115,16.46,
19RS9111,Synnex Corp / GBC,4000115G,13.2,P
19RS9112,Synnex Corp / GBC,4000121G,16.11,P
19RS9113,ACCO USA,4200001,0,
19RS9113,Synnex Corp / GBC,4200001G,19.91,P
19RS9114,Synnex Corp / GBC,4200007G,21.69,P
19RS9115,Synnex Corp / GBC,4200013G,11.95,P
19RS9116,Synnex Corp / GBC,4200019G,12.82,P
19RS9202,Synnex Corp / GBC,4000016G,3.15,P
19RS9203,Synnex Corp / GBC,4000028G,3.62,P
19RS9204,Synnex Corp / GBC,4000040G,4.31,P
19RS9205,Synnex Corp / GBC,4000052G,4.7,P
19RS9206,Synnex Corp / GBC,4000064G,5.53,P
19RS9207,Synnex Corp / GBC,4000076G,6.81,P
19RS9208,Synnex Corp / GBC,4000088G,8.79,P
19RS9209,Synnex Corp / GBC,4000100G,9.78,P
19RS9210,Synnex Corp / GBC,4000110G,11.4,P
19RS9211,Synnex Corp / GBC,4000116G,13.2,P
19RS9302,GENERAL BINDING CORP,4000012G,2.56,P
19RS9303,GENERAL BINDING CORP,4000024G,2.95,P
19RS9304,GENERAL BINDING CORP,4000036G,3.51,P
19RS9306,GENERAL BINDING CORP,4000060G,4.51,P
19RS9308,GENERAL BINDING CORP,4000084G,7.17,P
19RS9309,GENERAL BINDING CORP,4000096G,7.97,P
19RS9310,GENERAL BINDING CORP,4000108G,9.29,P
19RS9311,GENERAL BINDING CORP,4000114G,10.76,P
19RS9402,ACCO USA,4010485,3.49,
19RS9402,Synnex Corp / GBC,4010485G,3.15,P
19RS9403,ACCO USA,19RS9403,0,
19RS9403,Synnex Corp / GBC,4011185G,3.62,P
19RS9404,ACCO USA,4011485,4.18,
19RS9404,Synnex Corp / GBC,4011485G,4.31,P
19RS9405,Synnex Corp / GBC,4012185G,4.7,P
19RS9406,ACCO USA,4012485,5.83,
19RS9406,Synnex Corp / GBC,4012485G,5.53,P
19RS9407,Synnex Corp / GBC,4013185G,6.81,P
19RS9408,ACCO USA,4013485,9.84,
19RS9408,Synnex Corp / GBC,4013485G,8.79,P
19RS9409,ACCO USA,4014185,10.44,
19RS9409,Synnex Corp / GBC,4014185G,9.78,P
19RS9410,Synnex Corp / GBC,4014485G,11.4,P
19RS9411,Synnex Corp / GBC,4015185G,13.2,P
19RS9412,Synnex Corp / GBC,4015485G,16.11,P
19RS9413,Synnex Corp / GBC,4200070G,19.94,P
19RS9414,Synnex Corp / GBC,4200071G,21.69,P
19RS9415,Synnex Corp / GBC,4200072G,11.95,P
19RS9416,Synnex Corp / GBC,4200073G,12.82,P
19RS9502,GENERAL BINDING CORP,4010483G,2.56,P
19RS9503,GENERAL BINDING CORP,4011183G,2.95,P
19RS9504,GENERAL BINDING CORP,4011483G,3.51,P
19RS9506,GENERAL BINDING CORP,4012483G,4.51,P
19RS9508,GENERAL BINDING CORP,4013483G,7.17,P
19RS9509,GENERAL BINDING CORP,4014183G,7.97,P
19RS9510,GENERAL BINDING CORP,4014483G,9.29,P
19RS9511,GENERAL BINDING CORP,4015183G,10.76,P
19RS9702,GENERAL BINDING CORP,4010484G,2.56,P
19RS9703,GENERAL BINDING CORP,4011184G,2.95,P
19RS9704,GENERAL BINDING CORP,4011484G,3.51,P
19RS9706,GENERAL BINDING CORP,4012484G,4.51,P
19RS9708,GENERAL BINDING CORP,40133484G,7.17,P
19RS9710,GENERAL BINDING CORP,4014484G,9.29,P
19RS9711,GENERAL BINDING CORP,4015184G,10.76,P
19RS9802,GENERAL BINDING CORP,4103611G,2.56,P
19RS9803,GENERAL BINDING CORP,4103612G,2.95,P
19RS9804,GENERAL BINDING CORP,4103613G,3.51,P
19RS9805,GENERAL BINDING CORP,4103614G,3.83,P
19RS9806,GENERAL BINDING CORP,4103615G,4.51,P
19RS9807,GENERAL BINDING CORP,4103616G,5.55,P
19RS9808,GENERAL BINDING CORP,4103617G,7.17,P
19RS9809,GENERAL BINDING CORP,4103618G,7.97,P
19RS9811,GENERAL BINDING CORP,4103620G,10.76,P
A-BIND1000,SOUTHWEST PLASTIC BINDING,012ASPE,0,P
A-BIND1200A,Synnex Corp / GBC,7704450,496,P
A-BIND1200B,Synnex Corp / GBC,7704520,496,P
A-BIND1200C,Synnex Corp / GBC,7704500,496,P
A-BIND1200D,Synnex Corp / GBC,7704590,496,P
A-BIND1200E,Synnex Corp / GBC,7704470,496,P
A-BIND1200F,Synnex Corp / GBC,7704490,496,P
A-BIND1200G,Synnex Corp / GBC,7704440,1070,P
A-BIND1200H,Synnex Corp / GBC,7705200,496,P
A-BIND1200I,Synnex Corp / GBC,7704560,480.25,P
A-BIND1200J,Synnex Corp / GBC,7704550,480.25,P
A-BIND1200K,Synnex Corp / GBC,7704570,496,P
A-BIND1210,GENERAL BINDING CORP,,0,
A-BIND1210A,GENERAL BINDING CORP,7707020,521,P
A-BIND1210B,GENERAL BINDING CORP,,0,P
A-BIND1210C,GENERAL BINDING CORP,,0,P
A-BIND1210D,GENERAL BINDING CORP,,0,P
A-BIND1210E,GENERAL BINDING CORP,,0,P
A-BIND1210F,GENERAL BINDING CORP,,0,P
A-BIND1210G,GENERAL BINDING CORP,,0,P
A-BIND1210H,GENERAL BINDING CORP,,0,P
A-BIND1210I,GENERAL BINDING CORP,,0,P
A-BIND1210J,GENERAL BINDING CORP,,0,P
A-BIND1210K,GENERAL BINDING CORP,,0,P
A-BIND1210L,GENERAL BINDING CORP,,0,P
A-BIND1210M,GENERAL BINDING CORP,,0,P
A-BIND1211,GENERAL BINDING CORP,,122,P
A-BIND1213,GENERAL BINDING CORP,7707040,0,P
A-BIND1214,GENERAL BINDING CORP,,0,P
A-BIND1215,GENERAL BINDING CORP,,0,P
A-BIND1220A,Synnex Corp / GBC,7707020,521,P
A-BIND1220B,GENERAL BINDING CORP,7707210,467.78,P
A-BIND1220C,GENERAL BINDING CORP,7707220,467.78,P
A-BIND1220D,GENERAL BINDING CORP,7707230,543.6,P
A-BIND1220E,Synnex Corp / GBC,7707100,521,P
A-BIND1220F,Synnex Corp / GBC,7707130,521,P
A-BIND1220G,Synnex Corp / GBC,7707150,521,P
A-BIND1220H,Synnex Corp / GBC,7707160,521,P
A-BIND1220I,Synnex Corp / GBC,7707040,521,P
A-BIND1220J,Synnex Corp / GBC,7707080,521,P
A-BIND1220K,Synnex Corp / GBC,7707050,521,P
A-BIND1220L,Synnex Corp / GBC,7707060,1122,P
A-BIND1220M,Synnex Corp / GBC,7705180,538,P
A-BIND1220N,Synnex Corp / GBC,7707240,515.73,P
A-BIND1220O,Synnex Corp / GBC,7707180,521,P
A-BIND1220P,Synnex Corp / GBC,7707190,521,P
A-BIND1220Q,Synnex Corp / GBC,7707200,515.73,P
A-BIND1220R,GENERAL BINDING CORP,7704451,0,P
A-BIND1222A,Synnex Corp / GBC,7705629,538,P
A-BIND1222E,Synnex Corp / GBC,7705630,538,P
A-BIND1222F,Synnex Corp / GBC,7705631,538,P
A-BIND1222G,Synnex Corp / GBC,7705632,538,P
A-BIND1222H,Synnex Corp / GBC,7705633,538,P
A-BIND1222I,Synnex Corp / GBC,7705634,538,P
